absolute_timestamp,accel_x,accel_y,accel_z
1775857194650,-0.393,-0.856,-0.514
1775857194670,-0.394,-0.875,-0.509
1775857194690,-0.390,-0.879,-0.490
1775857194710,-0.382,-0.880,-0.481
1775857194729,-0.377,-0.867,-0.467
1775857194749,-0.365,-0.863,-0.443
1775857194769,-0.353,-0.847,-0.425
1775857194789,-0.340,-0.843,-0.405
1775857194809,-0.324,-0.839,-0.395
1775857194828,-0.321,-0.843,-0.386
1775857194848,-0.309,-0.843,-0.386
1775857194868,-0.310,-0.842,-0.384
1775857194888,-0.308,-0.845,-0.378
1775857194907,-0.311,-0.864,-0.381
1775857194927,-0.307,-0.866,-0.376
1775857194947,-0.316,-0.898,-0.376
1775857194967,-0.316,-0.917,-0.370
1775857194986,-0.318,-0.912,-0.352
1775857195006,-0.307,-0.912,-0.335
1775857195026,-0.305,-0.879,-0.331
1775857195046,-0.293,-0.880,-0.333
1775857195065,-0.288,-0.895,-0.323
1775857195085,-0.286,-0.901,-0.318
1775857195105,-0.280,-0.892,-0.331
1775857195125,-0.275,-0.898,-0.335
1775857195144,-0.272,-0.897,-0.322
1775857195164,-0.265,-0.895,-0.321
1775857195184,-0.260,-0.899,-0.323
1775857195204,-0.257,-0.906,-0.317
1775857195223,-0.253,-0.891,-0.322
1775857195243,-0.254,-0.888,-0.325
1775857195263,-0.249,-0.902,-0.319
1775857195283,-0.254,-0.907,-0.320
1775857195302,-0.251,-0.911,-0.334
1775857195322,-0.254,-0.909,-0.327
1775857195342,-0.248,-0.916,-0.316
1775857195362,-0.248,-0.924,-0.312
1775857195381,-0.238,-0.912,-0.314
1775857195401,-0.239,-0.905,-0.314
1775857195421,-0.240,-0.916,-0.311
1775857195441,-0.234,-0.921,-0.300
1775857195461,-0.229,-0.923,-0.297
1775857195480,-0.224,-0.924,-0.295
1775857195500,-0.216,-0.925,-0.302
1775857195520,-0.212,-0.926,-0.302
1775857195540,-0.213,-0.926,-0.304
1775857195559,-0.210,-0.935,-0.303
1775857195579,-0.215,-0.938,-0.297
1775857195599,-0.211,-0.942,-0.293
1775857195619,-0.217,-0.929,-0.292
1775857195638,-0.210,-0.942,-0.296
1775857195658,-0.214,-0.951,-0.282
1775857195678,-0.217,-0.951,-0.266
1775857195698,-0.206,-0.948,-0.259
1775857195717,-0.194,-0.941,-0.254
1775857195737,-0.182,-0.953,-0.238
1775857195757,-0.161,-0.949,-0.228
1775857195777,-0.148,-0.945,-0.226
1775857195796,-0.133,-0.969,-0.227
1775857195816,-0.118,-0.996,-0.225
1775857195836,-0.097,-1.013,-0.226
1775857195856,-0.083,-1.024,-0.223
1775857195875,-0.073,-1.011,-0.220
1775857195895,-0.059,-0.991,-0.221
1775857195915,-0.046,-0.981,-0.222
1775857195935,-0.037,-0.952,-0.208
1775857195955,-0.030,-0.939,-0.204
1775857195974,-0.029,-0.933,-0.204
1775857195994,-0.031,-0.938,-0.211
1775857196014,-0.042,-0.951,-0.210
1775857196034,-0.049,-0.980,-0.216
1775857196053,-0.049,-0.977,-0.221
1775857196073,-0.079,-0.950,-0.229
1775857196093,-0.071,-0.989,-0.234
1775857196113,-0.085,-0.952,-0.235
1775857196132,-0.092,-0.947,-0.235
1775857196152,-0.099,-0.917,-0.250
1775857196172,-0.114,-0.935,-0.260
1775857196192,-0.121,-0.966,-0.261
1775857196211,-0.125,-0.963,-0.263
1775857196231,-0.135,-0.951,-0.274
1775857196251,-0.142,-0.975,-0.294
1775857196271,-0.155,-0.972,-0.294
1775857196290,-0.164,-0.972,-0.294
1775857196310,-0.158,-0.960,-0.303
1775857196330,-0.161,-0.950,-0.303
